queryid,documentid,answer,exact,f1
744092,5580336,"fever, nausea, vomiting, diarrhea, and abdominal pain",0,0.060606060606060615
1100151,5581602,woman,0,0.0
822585,558217,movement,0,0.05128205128205127
630905,5582182,to shorten a word or group of words,0,0.19047619047619047
1098452,5582453,2 minutes,0,0.2222222222222222
828093,5583116,"1,000 m (3,300 ft).",0,0.21621621621621626
299094,5583420,20-30,0,0.11764705882352941
970824,5583529,carbohydrates and other organic material,0,0.5
782253,5583664,a file format,0,0.12903225806451613
1092203,5584241,"Cloud technologies can be deployed as private, community, public, or hybrid clouds",0,0.5454545454545454
1086855,5584348,$1.13 million per episode,1,1.0
617968,5584627,Soy protein,1,1.0
944231,5584766,between 15 and 18 weeks,0,0.8333333333333333
290585,5584908,36,0,0.05555555555555556
290585,5584916,40,0,0.04545454545454545
632455,5585915,pain in a joint or joints,0,0.9090909090909091
1098804,5585965,96 °,0,0.13333333333333336
1095705,5586488,$2 billion,0,0.0
1095705,5586491,$955 million,0,0.8
1044809,558790,"MasterCard, Visa and American Express",1,1.0
1044809,558792,American Express,1,1.0
1081595,5587979,Title 40 of the Code of Federal Regulations,0,0.2857142857142857
1087774,5588006,blood-filled balloon-like bulge in the wall of a blood vessel,0,0.5161290322580645
1036542,5588114,Keith Urban,1,1.0
908237,5588183,Lemon juice and salt,0,0.32
334433,5588584,49,1,1.0
208610,5588621,20 to 30 pounds,0,0.25
208610,5588626,12 to 17 inches long,0,0.30303030303030304
320320,5588938,$10.46,0,0.16666666666666669
665972,558912,pneumonia,0,0.08333333333333333
63548,5589449,Can a yeast infection cause bumps,0,0.13636363636363635
63548,5589452,Candida infection,0,0.3636363636363636
63548,5589453,Yeast infection bumps are little raised bumps,0,0.6086956521739131
1022907,5590495,chemicals,0,0.0
370979,5590556,40 times the monthly rent,0,0.4444444444444445
851813,5590889,resting the voice box (not talking,0,0.37037037037037035
810242,559115,binge drinking,0,0.16
1065558,5592538,mortality and expense risk charge,0,0.47619047619047616
191971,5592614,1-877-651-7307,0,0.2857142857142857
1098222,5592677,27 days and 8 hours,0,0.5
82379,5592794,Yitzhak Avni,0,0.16
1083500,559285,peripheral neuropathies,0,0.2
1083500,559292,impaired circulation,1,1.0
569507,5593545,STEP 1—Receive the Mission,1,1.0
569507,5593547,Steps,0,0.07142857142857142
569507,5593548,"Supervise, Inspect and Refine",0,0.0625
1000000,5593661,a gland situated behind and below the stomach (pancreas).,0,0.8750000000000001
631724,5593879,£250,0,0.5
685717,5594172,Coastal Explorer,0,0.0909090909090909
1097786,5594820,thirty minutes,0,0.23529411764705882
189466,5595507,Omega-3 rich foods,0,0.17142857142857143
189466,5595510,Omega-3 fatty acid foods,0,0.1904761904761905
1007972,5595692,an LLC's structure is flexible,0,0.5714285714285715
100020,5596147,"August 21, 2017",0,0.15789473684210528
713134,5596658,Market where all pertinent information is available to all participants at the same time,0,0.7647058823529412
713134,5596662,"widely available, thoroughly analyzed, and regularly used",0,0.358974358974359
178627,5596791,jumpstarts a more healthful way of eating,0,0.3076923076923077
744764,5597429,turning over unclaimed or abandoned property to a state authority,0,0.36
208339,559850,4 m (13 ft) or more,1,1.0
1098452,5599646,1-2 minutes,0,0.2666666666666667
326410,5599705,45 to 57 g,0,0.0
1065971,5599752,sold to another lender,1,1.0
298550,5599808,three to four times a day,0,0.7142857142857143
981400,5600437,"Lake Buena Vista, Florida",0,0.7272727272727273
777792,5600679,about 1 degree higher than an oral temperature,0,0.3888888888888889
1097906,5600760,36 months,0,0.1142857142857143
284072,5601026,3.78541178,0,0.33333333333333337
260853,5601688,12 weeks,0,0.3076923076923077
1000472,5601108,Aceh province,0,0.0
995789,5601222,About a third of the way up from the vaginal opening,0,0.6153846153846153
314307,5602025,"$21,000-$42,000",0,0.07692307692307693
41969,5602419,"$80,873",0,0.11764705882352941
953020,5602720,five weeks,0,0.11764705882352941
865384,5603444,a scanning procedure,0,0.5
275997,5603880,34,0,0.16666666666666669
60677,5603880,34,0,0.16666666666666669
992757,5604261,Fold mountains,1,1.0
1011021,5605020,1776,0,0.5
267566,5605495,at least 30 minutes,1,1.0
673984,5605772,foal,0,0.25
657264,5606062,The Equal Pay Act of 1963,1,1.0
1082501,5606264,a loss of data,0,0.3157894736842105
1082501,5606266,Look for clues,0,0.0
1100455,5606678,high-fiber foods,1,1.0
1101300,5607818,5 carbon atoms,0,0.0
1093570,5608009,Industrial and Commercial Bank,0,0.32
163602,5608578,joints will cause severe pain and swelling only in the single joint,0,0.7096774193548387
267644,5608920,"25-30 minutes, but can last up to two hours",0,0.8
1083584,5608987,"reject loved ones or society, and feel distant and estranged from their own emotions",0,0.4444444444444445
520816,5609073,3 hours,0,0.4444444444444445
332797,5609186,every four hours,0,0.2857142857142857
332797,5609188,every four hours,0,0.2727272727272727
1086498,5609737,National Sarcoidosis,0,0.5
1061472,5610163,schizophrenia,0,0.18181818181818182
694726,5610199,"tendency of the mind toward, or its preoccupation with, physical phenomena",0,0.6666666666666666
1097386,5610236,three,0,0.14285714285714288
290499,5610565,17 characters,0,0.6666666666666666
266920,5611269,4 hours (or Low for 8 hours,0,0.7777777777777778
1098765,5611584,14 days,0,0.07999999999999999
486370,5611681,redbone-a speedy red or red-and-tan American hound,0,0.4666666666666667
486370,5611683,Redbone,0,0.0
1084838,561177,improve heart health,1,1.0
567443,561177,improve heart health,0,0.21428571428571425
1576,5612079,$4.50 - $6.30,0,0.5714285714285715
742988,5612243,eye disorders and insect bite poisons,0,0.3
1001108,5612270,microtubules,0,0.2222222222222222
159667,561277,United States citizens and legal residents of the United States,0,0.6206896551724138
641156,5612817,“signing under duress,0,0.08333333333333333
1082807,5612980,Expected Family Contribution,0,0.15789473684210528
303777,5613003,less than 200 milligrams,0,0.4444444444444445
391125,5613199,Import Bookmarks File window,0,0.09302325581395349
277623,5613226,55kcal,1,1.0
277623,5613230,16kcal,0,0.25
1089678,5613956,Water,0,0.05714285714285715
128178,5614361,the type and sequence of amino acids for protein synthesis,0,0.4186046511627907
1083493,5614588,Opposite” rotation,0,0.5
82293,5614603,Examples of capital expenditures,0,0.08
82293,5614604,the funding to construct a factory,0,0.1951219512195122
1082242,5615422,Lactase,0,0.14285714285714288
12903,5616082,employment discrimination against persons 40 years of age or older,0,0.5555555555555556
316803,5617514,"$8,000 to $15,000",0,0.35294117647058826
860542,5617776,a vector quantity,0,0.25
1064473,5617951,an American animated television series,0,0.4444444444444445
1082445,5618650,"you can use the phone with any compatible Sim card, on any network",0,0.888888888888889
95286,5618655,Roaming,0,0.10526315789473684
1038871,5618692,a Scottish singer,1,1.0
1038871,5618694,Singer,0,0.0
1088347,5619067,moderate climate,1,1.0
546825,5619067,New York City has a moderate climate,0,0.5
1080406,5619181,diaper rash cream,0,0.14634146341463414
935973,5619580,"after July 31, 2011",0,0.0
636437,5620146,Domestic violence,0,0.8
323555,5620990,$9.75 per credit hour rebate for the 2005/06 academic year,1,1.0
1049456,5621639,depression,0,0.13333333333333333
197024,5622012,an inexperienced person,0,0.4
308687,5622722,"$5,000 to $7,000",0,0.4615384615384615
117683,5622992,to make (something or someone) English or more English,1,1.0
117683,5622995,Non-Oxford British English,0,0.13333333333333333
117683,5622997,personal names,0,0.33333333333333337
117683,5623001,Anglicisation,1,1.0
1038879,5623398,to close the learning gap,0,0.8
639412,5624823,"a physical likeness or representation of a person, animal, or thing",0,0.72
933742,5625220,47.24°,0,0.0
633916,5625267,to soften and loosen ear wax,0,0.5
1096493,5625644,two years or four years,0,0.9090909090909091
133037,5626197,contempt for failure to appear in court as ordered,0,0.5625
133037,5626200,"before trial, or by a clerk at the direction of the judge",0,0.42857142857142855
107283,5627458,"between $100,000 and $300,000",0,0.47058823529411764
1031047,5627775,"chastity, virginity, the hunt, the moon, and the natural environment",0,0.7777777777777778
1031047,5627779,moon and hunting,0,0.2857142857142857
32642,5627943,"$125,000-$250,000",0,0.05
330450,5628197,five pounds,0,0.13793103448275862
240489,5628353,five weeks,0,0.3076923076923077
1083800,5628544,an act of giving form or shape,0,0.6666666666666666
1083800,5628547,an act of giving form or shape to something or of taking form: development,0,0.9166666666666666
1015641,5628584,Maltese and the Yorkshire Terrier,0,0.6666666666666666
955911,5628816,Three days before the hatch date,1,1.0
964577,5628947,between 6.3% and 8%,0,0.5
125898,5628951,Louisiana Medicaid,0,0.0
169778,5629276,fixing loose teeth and cavities,0,0.6666666666666666
581521,5629371,A herniated lumbar disc,1,1.0
583916,5629371,A herniated lumbar disc,0,0.42857142857142855
617795,5629850,bachelor's degree,0,0.5714285714285715
50833,5629913,health benefits,0,0.0
1031502,5630467,78.2 degrees,0,0.12121212121212122
455862,5630468,78.2 degrees,0,0.12121212121212122
1083686,5630781,a house and the farmland it is on,1,1.0
985371,563101,English dictionary,0,0.0
162351,56326,Refrigerators run on standard 110/120-V (volt),0,0.5
559607,5632623,"a small, vascular benign tumor",0,0.17777777777777776
1090350,5632931,separation,0,0.05405405405405406
109276,5633028,$2 to $4 per cubic yard of material that has to be removed,0,0.962962962962963
109276,5633031,$2 to $4 per cubic yard of material that has to be removed,0,0.962962962962963
625782,5633642,the former Thirteen Colonies,0,0.4
272500,5633768,at least one week,1,1.0
285729,5634250,360 hours,0,0.17391304347826084
1097135,5635080,50 mpg,0,0.2857142857142857
1024893,5635570,Insulin treatment,0,0.2222222222222222
948452,56360,between the 4th and 8th week,0,0.3846153846153846
718112,5636119,an agreement about the amount of pay for work over a 12 month period,1,1.0
893642,5636140,105 -110 degrees,0,0.3157894736842105
284565,5636239,0.38,0,0.16666666666666669
972064,5636447,generalized abdominal tightening,0,0.6
1087581,5636796,40,0,0.6666666666666666
993883,5637085,cerebellum,0,0.052631578947368425
446834,5637396,statistical terms,0,0.15384615384615385
1080948,5637619,"fermented foods (including wine, beer, ciders and vinegars",0,0.4444444444444445
576312,5637625,identical sets,0,0.1111111111111111
576312,5637626,the type of cells that undergo the process,0,0.24489795918367346
561448,5637653,the fruit of the Mandragora officinarum,1,1.0
1017524,5637995,Regular exercise,0,0.13793103448275862
1075156,5638094,to clear forest growth as well as inflict heavy damages upon North Vietnamese forces,0,0.7777777777777778
1099178,5638134,Spermatogenesis,1,1.0
640103,5638345,$25-$40 a gallon,0,0.1111111111111111
19552,5638717,distress or uneasiness of mind caused by fear of danger or misfortune,1,1.0
718782,5638717,distress or uneasiness of mind caused by fear of danger or misfortune,1,1.0
19552,5638718,a relatively permanent state of anxiety occurring in a variety of mental disorders,1,1.0
19552,5638720,A state of uneasiness and apprehension,0,0.7142857142857143
1019414,5639120,"Washington Capitals, New York Rangers, Philadelphia Flyers and now, the Dallas Stars",0,0.5789473684210525
98847,5639619,Fluid ounces,0,0.22222222222222224
365044,5639963,Select a cell in the pivot table,0,0.2222222222222222
369981,5640318,Sauté beef in pot or skillet,0,0.19999999999999998
1019405,5640394,Soils with dispersible subsoils,0,0.25
466640,5640579,453.5924,0,0.4
1058182,5641008,a combination of under pressure gases that are squeezed into a can,0,0.8695652173913044
1011248,5641017,rear,0,0.15384615384615385
156052,5641052,Scientific studies on vitamin loss in dried beans during prolonged storage could not be found,0,0.07142857142857144
156052,5641055,1 year or more,0,0.47058823529411764
322345,5641126,more expensive,0,0.0
1091059,5641239,Income Requirements,0,0.0425531914893617
1083108,5641564,"Rest, Ice, Compression, and Elevation",1,1.0
340006,5641689,between 2-4 week intervals,0,0.25806451612903225
1083340,5641843,UVA rays,0,0.09523809523809525
424509,5642860,Social Security disability benefits (SSDI) can be subject to tax,0,0.5263157894736842
39577,5643200,45.4 years,0,0.17391304347826084
230082,5643494,12 to 60 square miles,1,1.0
1087803,5643699,topical,0,0.0
243244,5644266,one to two days,0,0.29629629629629634
563347,56445,the photosynthetic organelles of plants and algae,0,0.8571428571428571
45590,5644762,35 - 38o F,0,0.3333333333333333
824920,5645115,"$3,538 per month",1,1.0
758720,5645195,Incremental cash flow,0,0.0
392936,5645251,between six and 12 days,0,0.4
1086391,5645770,folic acid,0,0.1904761904761905
537761,5645776,Most cases of vitamin D deficiency present no noticeable symptoms,0,0.5714285714285715
211621,5646419,0.9144 Meters,0,0.6666666666666666
1005586,5646790,When an electron gains energy,0,0.20512820512820512
1047592,564699,Molly Ringwald,1,1.0
267187,5647007,7 years,0,0.07547169811320754
285158,5647368,14,0,0.4
285158,5647371,12,0,0.6666666666666666
85095,5647944,Wiping from back to front after a bowel movement,0,0.6399999999999999
167566,5648009,side effects,0,0.5714285714285715
167566,5648016,Constipation is found among people who take Insulin,1,1.0
563347,5648661,an organelle that is exclusive to plant cells,0,0.7368421052631579
709559,5648939,no guaranteed value afterwards,0,0.0
289586,5648991,3000,0,0.5
26334,5649212,if your BMI is 26 or more,0,0.8235294117647058
1017498,5649738,Neptune,1,1.0
1086022,5649954,"Candida, a fungal infection that can cause thrush",0,0.5384615384615384
261683,5650423,7.79 billion years,0,0.23076923076923078
259885,565136,seven to 10 days,0,0.2285714285714286
620992,5651572,Parkinson’s disease,0,0.4
1003359,5651722,place berries in a large colander and rinse gently with cool water,0,0.0
740263,5651836,communicability of the virus and the danger it poses other felines,0,0.0
997860,5652105,Yakima County,0,0.4444444444444445
1092450,5652303,help your body use fat for energy,0,0.5833333333333334
1074989,565271,do not interfere with kidney function,0,0.15789473684210528
738162,5652883,an elevation in body temperature or a high body temperature,1,1.0
53897,5652931,a method of multiplying microbial organisms,0,0.3571428571428571
388588,565318,Let the babies play if they want to,0,0.07407407407407408
140238,5653332,the aspect of the verb,0,0.5454545454545454
986162,5653622,General Bernard Montgomery,1,1.0
277632,565435,278,0,0.16666666666666669
413079,565465,Insulin and some hormones are commonly administered as subcutaneous injections,1,1.0
825147,565479,leptin,1,1.0
1087047,5654880,"summary table, Gantt chart, and network diagram",0,0.7272727272727273
1087047,5654883,A Gantt chart,0,0.33333333333333337
135465,5655268,Indica is the less scientific name for the Cannabis indica species of cannabis,1,1.0
125898,5655564,prosthetic limbs,0,0.5
954307,5656361,three months or less before the wedding,1,1.0
581552,5656481,Trichomoniasis: Trichomoniasis,0,0.10526315789473684
831052,5656777,the recent increase in the world's temperature,0,0.37037037037037035
831052,5656780,an increase in the earth's atmospheric and oceanic temperatures,0,0.5
453856,5656991,"$99,000",0,0.5
29416,5657110,1-800-259-1237,1,1.0
1073972,5657370,"provides essential calcium and nutrients for strong bones, hormone production and other functions",0,0.47058823529411764
276298,5658185,"3,500",0,0.1
908069,5658250,Linzess (linaclotide,1,1.0
1083125,5658274,unilateralism on issues of national security,0,0.3870967741935484
236362,5658840,by the liver,0,0.8
954144,5658947,four hours,0,0.12903225806451613
244011,5659125,15-25 minutes,0,0.2666666666666667
635626,5659168,all your glute muscles have to fire,0,0.15384615384615385
920717,5659294,catastrophic collapse of investment purchases,0,0.888888888888889
928572,5659296,1980-1982,1,1.0
632536,565964,"a series of tests, activities, and simulation exercises",0,0.7272727272727273
632536,565967,"they're a series of tests, activities, and simulation exercises",0,0.6666666666666666
719411,5659852,"manufacture of iron and steel, glass, cement, fertiliser and chemicals",0,0.9090909090909091
45757,5660238,76 degrees,0,0.2857142857142857
45757,5660241,76 degrees,0,0.2857142857142857
393696,5660589,at least 21,0,0.8571428571428571
1024591,5660891,dɪkleəʳ,0,0.0
1024591,5660893,1. to make known or state clearly,0,0.8333333333333333
240504,5660926,2-3 weeks,0,0.33333333333333337
59654,5660983,120,0,0.6666666666666666
102695,5661797,$2/sf,0,0.07407407407407407
228738,5662285,a softening of the cervix,0,0.3157894736842105
648877,566275,Stripping,0,0.33333333333333337
1019262,5664370,375-400 degree Fahrenheit,1,1.0
1096065,5664582,millions of dollars,0,0.20689655172413793
481341,5664685,$6.74,0,0.0
481341,5664687,$3.35,1,1.0
325929,566551,a certain amount of oxygen per minute,0,0.11764705882352942
260853,566607,3 to 12 weeks,0,0.888888888888889
789332,5668455,a procedure using radio waves or electric current,0,0.56
1024591,5668641,proclamation,0,0.0
1091941,5668673,the spontaneous net movement of solvent molecules,0,0.34285714285714286
1091941,5668676,diffusion of molecules,0,0.23076923076923078
1030215,5668725,July is the hottest,0,0.5
234821,5670917,drinking lots of water is a really good thing,0,0.7272727272727273
1083472,5671032,Lobe Separation Angle,1,1.0
153588,5671280,12 miles,0,0.2666666666666667
580483,5671296,California Franchise Tax Board,0,0.4
1086326,5671336,Report the bill favorably,0,0.5454545454545454
1098523,5672223,5 to 10 minutes,0,0.3636363636363636
1083361,5672424,"development of fever, often with other signs of infection",0,0.32142857142857145
1083361,5672426,Febrile neutropenia is the development of fever,0,0.34285714285714286
1083361,5672429,a single oral temperature,0,0.1621621621621622
412352,5673827,if you use your home equity loan,0,0.07142857142857142
921348,567428,massive changes in society,0,0.2857142857142857
784961,5674709,to force a something or someone to go in only one direction,0,0.6875000000000001
784961,5674711,to force a something or someone to go in only one direction,0,0.6875000000000001
842596,5674715,helping participants to see more clearly and avoid potential hazards,0,0.6666666666666666
724410,5675088,investment,0,0.044444444444444446
887392,567510,Parsley and chives or sage and rosemary,0,0.5
1075313,5675885,anything composed of heterogeneous materials or elements,1,1.0
746065,5676283,a source of evidence against student users,0,0.0
140161,5676512,any one of a variety of pranks,0,0.28571428571428575
1095988,5676855,30 minutes,0,0.25
660220,5676886,dietary fat,0,0.33333333333333337
1093406,5677055,Prolonged use of this natural supplement makes a person experience difficulties to sleep,0,0.6857142857142856
1092143,5677070,np,0,0.1
408765,5677517,hyponatremia,0,0.5
1065650,5677746,the Internet address of a particular site or document available via the World Wide Web,0,0.6666666666666666
1057631,5677803,Certified Professional in Learning and Performance,1,1.0
441734,5678232,Site Manager,0,0.048780487804878044
894610,5678424,road side,0,0.2222222222222222
1101706,5678538,1.5 mg/L,0,0.16
1091706,5679043,The theoretical or first principles of a particular discipline: the metaphysics of law,0,0.13333333333333333
189312,5679440,Dairy foods,0,0.3636363636363636
1094451,567949,Bristol,0,0.125
1085141,5679972,second Sunday in March,0,0.2666666666666667
289586,5680612,3000,0,0.5
1084276,5681074,"diagnose, manage, and treat",0,0.5
166043,568158,low estrogen can cause missed or irregular periods,0,0.5161290322580645
1084769,5682040,Your debt-to-income (DTI) ratio,0,0.27272727272727276
1051902,568253,the top or bottom edges of the mouth,0,0.42857142857142855
869308,5682792,alone or together with other medications,0,0.0
777519,5683249,"blood volume remains constant at 5,000 mL",0,0.06896551724137931
267187,5684712,three years,1,1.0
755275,5684974,extortion as the obtaining of property from another,0,0.33333333333333337
794469,5684988,Software-Defined Networking,0,0.16
1062190,5685019,malignant melanoma,0,0.18181818181818182
578100,5685405,Axis II,1,1.0
977467,5686011,"Belleville, Ontario, Canada",0,0.42857142857142855
977467,5686015,"Belleville, Ontario, Canada",0,0.42857142857142855
1095787,5686304,$29,0,0.19999999999999998
791140,5688273,you are able to stop doing something that is difficult or unpleasant,0,0.6153846153846153
791140,5688277,a period of rest or relief,1,1.0
808362,5688886,Coconut oil,0,0.0
320051,5688971,1/8 teaspoon,0,0.4
1017971,5689167,an alkylating agent,0,0.2666666666666667
1017971,5689168,"a synthetic, nitrogen mustard-like alkylating agent",0,0.4
1095988,5689500,how many times,0,0.0
507381,5690117,Easily getting short of breath during exercise or activity,1,1.0
1006489,5690359,Lexus & Porsche,0,0.3636363636363636
749267,5690379,fruit sugar,0,0.16
1004940,5690471,Grand Canyon National Park Airport,0,0.5263157894736842
255633,5690643,one to five years,0,0.5
1000681,569094,Harvard University,1,1.0
1000681,569095,Occidental College in Los Angeles,0,0.5714285714285715
837372,5691488,annualcreditreport.com,1,1.0
353623,5691634,Click the Insert tab,0,0.06060606060606061
915769,5691947,bacteria and yeast,0,0.5
242863,5692172,up to 10 years,0,0.32
1056405,5692225,Galileo Galilei,0,0.0
47716,5692393,1 pound,0,0.10526315789473684
1003445,5692709,"United States Air Force Base in Munich, Germany",0,0.8
1090841,5693249,an image or other material object representing a deity,0,0.42424242424242425
1090841,5693251,"a material object, esp a carved image, that is worshipped as a god",1,1.0
249618,5693582,15-year renewable terms of office,0,0.33333333333333337
249618,5693583,15 years,1,1.0
1100454,5693614,fruits and vegetables,0,0.07142857142857142
188714,569374,alpha lipoic acid,0,0.4
660672,5693884,prune juice,0,0.08695652173913045
270422,5694617,10 minutes,0,0.05797101449275362
685091,5694799,water,0,0.1111111111111111
624876,5694964,$25 per square foot,0,0.17391304347826084
624876,5694965,$25 per square foot,0,0.2857142857142857
624876,5694967,$135.00,0,0.08695652173913045
624876,5694969,$75 to $100 per square foot,0,0.375
624876,5694970,$70 to $100 per square foot,1,1.0
948351,5695051,2017 NCAA Tournament schedule and sites will be announced soon,1,1.0
1097438,5695171,9,0,0.19999999999999998
281704,5695190,3,0,0.06060606060606061
436924,569595,The capybara,0,0.4
738422,5696124,Alzheimer's disease,0,0.09756097560975609
1037689,5696201,something left for a specific purpose,0,0.3846153846153846
1037689,5696205,something left for a specific purpose,0,0.45454545454545453
1083108,5696246,Rest it   Ice it to stop the swelling,0,0.37837837837837834
588627,5696568,conditions and/or diseases that disrupt liver functions to create abnormal swelling,1,1.0
63152,5696801,you cannot contribute unlimited amounts of money,0,0.23529411764705882
643561,5697395,a sign of the times,0,0.2222222222222222
772129,5697396,"an architectural, interior, product and graphic design",0,0.4
1096257,5697849,"$76,339",0,0.2857142857142857
293421,569831,12,0,0.13333333333333333
1053931,5698708,Health Reimbursement Account,0,0.8571428571428571
1022124,5698824,cooling and crystallization (solidification) of magma,1,1.0
249792,5698988,8 to 12 weeks,0,0.5
1004254,569946,"September 13, 2013",0,0.6666666666666666
998482,5699644,the westernmost and smallest of Canada 's three federal territories,0,0.6666666666666667
512564,5700022,zero Kelvin,0,0.14285714285714285
512564,5700025,zero Kelvin,0,0.14285714285714285
507221,5700078,Headaches,1,1.0
507221,5700081,1  Dull or sharp pain,0,0.1702127659574468
1087904,570071,early childhood and during the first 30 years of a person's life,0,0.8333333333333333
189312,570092,"milk, cheese and yogurt",0,0.888888888888889
1093491,5700983,35,0,0.2857142857142857
841980,5701201,to educate the readers,0,0.8
1070867,5701721,help both sides share a common understanding,0,0.125
660046,5701797,FileRepository,0,0.0
970242,5701797,FileRepository folder,0,0.0
266760,5702216,up to 10 minutes,0,0.4444444444444445
504335,5702408,biological effects on an individual,0,0.125
307005,5702787,"Large paychecks, which sit comfortably in the six-figure range",0,0.0
307005,5702788,"$90,893 to $251,298 a year",0,0.34782608695652173
1052585,5703121,Duke,0,0.0
64179,570332,urination and bladder problems,0,0.0
810242,5704237,illness,1,1.0
810242,5704239,"loss of privacy when masturbating (being caught masturbating), to sexual abuse",0,0.6285714285714286
1014885,5704445,a literary device,0,0.1081081081081081
1014885,5704452,a hint or clue to future events in a storyline,1,1.0
661076,5704499,Egg yolks,1,1.0
732448,570620,the sin of a married man having sexual relations with anyone other than his wife,0,0.6842105263157895
109819,5706268,$10-$30 a linear foot,0,0.1276595744680851
524116,5706446,"every 20,000 to 25,000 miles",0,0.5
790059,5706904,a hernial protrusion of the rectum into the vaginaOrigin,0,0.7499999999999999
790059,5706908,A hernia of this rectum into the vagina,1,1.0
326629,5707351,76 grams,0,0.33333333333333337
815243,570758,an account,0,0.0
815243,570759,a speech presented by a single character,0,0.3448275862068966
815243,570760,one person doing all the talking,0,0.12121212121212122
815243,570765,plural monologues,0,0.0
974808,5707880,"Pawhuska, Oklahoma",0,0.4444444444444445
899423,5708037,pore-forming membrane proteins,0,0.1111111111111111
478827,570819,$0.47,0,0.0
423646,570916,bilateral leg pain,0,0.5454545454545454
47270,5709483,between 13 and 20+ pounds,0,0.6153846153846154
1002145,5709600,last week,0,0.2857142857142857
524447,5709875,"$1,660.00",0,0.13333333333333333
1096025,5710709,"$72,100",0,0.2857142857142857
272500,5712077,2- 3 weeks,0,0.25
272500,5712078,2- 3 weeks,0,0.25
272500,5712080,2- 3 weeks,1,1.0
589903,5712364,fan blades,0,0.2857142857142857
1006000,5712418,"7 Dec, 2010",0,0.0
130825,5713252,to have courage,0,0.375
130825,5713253,risk:He will dare any test to prove his manhood,0,0.09090909090909093
130825,5713254,on a dare,0,0.0
937427,5713436,2005,1,1.0
899800,5714377,Vitamin D,0,0.2857142857142857
195199,5714411,any tumor,0,0.23529411764705882
407274,5714441,She is a smart artificial intelligence,1,1.0
922389,5715009,the US suffered massive losses,0,0.3076923076923077
1101661,5716116,four years,0,0.3076923076923077
893275,5716502,13.5 to 14.5 or more volts at idle,0,0.11764705882352941
1100724,5716829,1(855)-999-8045,1,1.0
1100724,5716830,0800-098-8400,0,0.4
1100724,5716831,1(855)-999-8045,1,1.0
1100724,5716833,1800-721-0104,1,1.0
1088832,5717410,a noun that is singular,0,0.4444444444444445
1040793,5717987,tax status,0,0.17391304347826084
128166,5718034,"welfare services should be available to all by right, according to need",0,0.5217391304347826
419326,57184,opens blood vessels to improve blood flow,0,0.0
984499,5718438,Place a tape measure around the widest part of your buttocks,1,1.0
984499,5718440,from the widest point of your hips,0,0.9090909090909091
670022,5718892,"a valid, government-issued photo ID",0,0.4210526315789474
863387,5719278,intimate,0,0.1111111111111111
863387,5719279,intimate,0,0.1111111111111111
167994,5719397,Gwyneth Paltrow presents Kevin Spacey with the Best Actor Oscar,0,0.4
1097937,5719663,"13,170.70 miles",0,0.4
62136,5719763,some people call observational studies correlational even if they use regressions,1,1.0
530611,5720287,a shifter cart,1,1.0
679658,5720405,the codes used to describe common medical procedures,0,0.3684210526315789
1082336,5720553,18th Dynasty,0,0.0
1082336,5720555,18th Dynasty,0,0.3636363636363636
203003,5721110,186-184,0,0.0
65267,5721670,weight gain,0,0.18181818181818182
1054189,5722387,Human Chorionic Gonadotropin,0,0.11764705882352941
1000170,5724171,foramen ovale,0,0.23529411764705882
912899,5724296,Urinary tract infections,0,0.16666666666666669
701335,5724433,"black beans, white rice and corn tortillas",1,1.0
497107,5724822,Taking any one of the B vitamins for a long period of time,0,0.2222222222222222
691709,5725963,A mutual recognition agreement,0,0.2608695652173913
611199,5726429,County of Riverside,1,1.0
1101566,572689,Separates the thoracic cavity from the abdominal cavity,1,1.0
439731,5727471,$33,1,1.0
732618,5727509,Deep awareness of the suffering of another accompanied by the wish to relieve it,1,1.0
109276,5727915,$2.50 per cubic yard,0,0.2424242424242424
321239,5727969,"between $4,500 and $9,000",0,0.6153846153846153
53991,5728140,"£28,180",0,0.33333333333333337
53991,5728141,"£21,692 to £67,805",0,0.25
1096126,5729023,"$5,000 to $6,000*.",0,0.18181818181818182
1067659,5729737,upfront mortgage insurance premium,0,0.888888888888889
242107,5729775,3 to 4 days,1,1.0
242107,5729778,3 to 4 days,0,0.1951219512195122
1024312,5729864,Roman gods and Caesars,0,0.1702127659574468
1096126,5730824,"$250 to $5,000",0,0.7499999999999999
45924,573100,July,0,0.09523809523809523
220761,5731412,wind blowing over an area of fluid surface,0,0.2978723404255319
1095371,5731024,10 ounces,0,0.14285714285714285
1034587,5732324,Sulfur Soap,0,0.06451612903225806
861403,5732587,provitamin carotenoids and preformed retinoids,0,0.5714285714285715
975040,5732738,Wiki,0,0.0
975040,5732739,U.S Marine Sargent,0,0.1875
1084848,5733207,nutritional deficiencies,0,0.8
495082,5733256,services that are available from health and social care providers,1,1.0
824542,5734596,10'6,1,1.0
824542,5734598,10 feet 6 inches,1,1.0
824542,5734601,10 1/2 feet,0,0.7499999999999999
1094271,5734740,DNA,0,0.14285714285714288
507901,5735180,"fatigue, sluggishness, hyperactivity, depression",0,0.2666666666666667
758909,5735434,leading on : inducing,0,0.0
894161,5736003,stomach acids,0,0.04395604395604395
894161,5736005,mostly foods which are easily digested and pass quickly through your digestive system,0,0.962962962962963
894161,5736010,a healthy diet,0,0.0
902931,5736277,Lupus anticoagulant testing,0,0.33333333333333337
902931,5736281,Lupus anticoagulant testing,0,0.33333333333333337
331352,5736819,by prescription only,0,0.0
118457,5736922,Mala Fides,0,0.0
